Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW59,OUT049,75.6055848
FDS22,OUT049,73.47103
FDW24,OUT017,206.724242
FDU24,OUT035,602.9764436
FDA21,OUT027,234.7024896
FDH58,OUT027,234.7024896
FDW36,OUT018,987.8887396
FDI45,OUT027,223.8526128
FDU01,OUT018,1016.539445
FDF35,OUT027,210.279614
FDU43,OUT019,132.4422676
FDE24,OUT019,128.5806276
FDK50,OUT049,80.3913552
FDG31,OUT045,72.991654
FDC60,OUT045,121.0850512
FDL36,OUT013,213.4634696
FDP21,OUT013,216.8870132
FDW16,OUT045,74.862552
FDX02,OUT017,211.0958848
FDQ58,OUT027,234.7024896
FDT51,OUT046,75.4444612
FDD59,OUT049,103.8621368
NCM42,OUT018,873.4843256
FDA57,OUT018,940.928534
FDZ48,OUT035,680.7578628
FDE46,OUT045,71.8158512
NCZ30,OUT019,75.648196
FDB56,OUT017,256.0227372
FDA25,OUT027,182.715494
FDD20,OUT013,218.68201
FDL25,OUT013,224.0377052
NCO18,OUT049,75.648196
FDJ45,OUT017,243.4737388
FDR12,OUT035,669.2341964
NCF19,OUT010,72.7200076
FDK25,OUT046,116.5789168
NCR17,OUT046,80.5032096
FDC52,OUT046,73.7986036
NCA54,OUT017,216.5953928
FDR45,OUT010,73.5389416
NCM19,OUT049,74.83592
FDF39,OUT027,205.2648084
FDX23,OUT049,74.456414
FDD58,OUT027,234.7024896
FDX28,OUT013,206.3194356
NCD31,OUT013,206.3753628
FDU57,OUT018,976.269198
FDI27,OUT046,73.7986036
NCM42,OUT046,75.0582972
FDD32,OUT027,220.8977924
FDI34,OUT013,248.3553844
NCM29,OUT049,80.242216
FDG46,OUT018,941.3852728
DRC01,OUT010,71.5708368
FDB15,OUT027,206.2169024
NCA17,OUT027,218.4782752
FDF10,OUT046,113.7958728
FDR26,OUT027,208.0238836
FDI02,OUT049,124.897422
NCM54,OUT010,132.8084576
FDF14,OUT013,198.321846
FDJ33,OUT010,119.1089568
FDM20,OUT035,667.6948668
FDC03,OUT027,185.1230268
NCX05,OUT046,125.8375316
NCM41,OUT027,218.4782752
NCU29,OUT010,77.9079212
FDQ59,OUT017,205.7481792
FDH46,OUT010,70.9662904
FDH09,OUT013,199.9650404
NCD06,OUT045,132.4928684
FDC15,OUT035,607.9579592
DRD37,OUT027,205.6309984
FDT28,OUT027,198.6773832
FDR28,OUT027,194.9888512
FDT38,OUT017,211.0958848
FDV34,OUT027,225.193534
FDY52,OUT035,683.4397052
FDB34,OUT013,227.1150328
DRL23,OUT018,997.3311152
DRB24,OUT046,73.27129
FDJ50,OUT046,78.7055496
FDQ49,OUT035,669.2341964
FDP20,OUT035,667.6948668
FDV19,OUT027,220.8977924
NCR54,OUT045,132.4928684
FDO09,OUT010,119.1089568
FDS57,OUT018,984.8353808
FDN10,OUT049,74.8452412
FDV23,OUT049,124.9626704
FDY28,OUT049,124.7829044
DRG51,OUT013,199.4856644
FDD45,OUT019,136.8778272
NCL18,OUT027,201.630872
NCM29,OUT013,209.6790624
FDF17,OUT027,198.6773832
FDE22,OUT017,237.62402
FDQ22,OUT017,237.62402
FDS01,OUT013,198.321846
FDW35,OUT027,212.5579816
FDJ33,OUT046,113.7958728
NCF54,OUT035,699.4934748
FDE09,OUT013,218.68201
NCE06,OUT045,132.4928684
DRH49,OUT049,73.7266972
FDY43,OUT045,138.8232948
NCT05,OUT017,222.5915876
FDZ34,OUT045,146.828874
FDL38,OUT017,200.6934256
FDZ31,OUT017,266.4185384
FDR14,OUT035,607.9579592
NCN54,OUT049,75.648196
NCC42,OUT027,218.4782752
FDK08,OUT017,217.1986076
FDP59,OUT013,195.0634208
FDV22,OUT035,636.7125296
FDD33,OUT035,604.4744936
DRE60,OUT027,207.1796492
FDK52,OUT046,117.74673
FDA02,OUT017,206.524502
FDM56,OUT049,96.2893276
FDE57,OUT035,667.6948668
FDM32,OUT045,94.44373
NCQ30,OUT027,219.5888296
FDQ27,OUT027,201.4670852
FDT60,OUT027,197.8504596
FDU43,OUT049,92.799204
NCO55,OUT035,612.342918
FDG02,OUT045,77.3379964
FDJ28,OUT013,186.870086
FDP40,OUT045,74.862552
FDJ38,OUT045,74.5642736
NCC54,OUT017,250.1423916
NCZ41,OUT046,80.5032096
FDK38,OUT019,80.3913552
FDU52,OUT013,186.870086
FDC40,OUT046,73.7986036
NCR30,OUT017,187.0418624
NCN18,OUT017,230.6690732
FDB50,OUT035,604.6223012
FDG04,OUT013,186.870086
FDR26,OUT035,671.4806056
NCT17,OUT018,1318.872567
FDX35,OUT027,218.7059788
FDS12,OUT046,124.5338952
NCZ29,OUT027,191.9794352
FDB38,OUT010,76.493762
FDP12,OUT013,187.6077924
FDP22,OUT046,113.7958728
FDS26,OUT018,1067.466487
FDR52,OUT046,120.1515996
DRJ13,OUT046,73.27129
FDU48,OUT027,206.025152
FDE29,OUT035,615.8197256
NCT29,OUT049,80.242216
DRK37,OUT018,1024.073638
FDK55,OUT046,75.8186408
FDR07,OUT046,126.40213
FDO21,OUT027,225.193534
FDK46,OUT049,74.8452412
FDB12,OUT045,121.0850512
FDT31,OUT027,223.8526128
FDJ33,OUT045,118.4817732
FDC26,OUT027,204.2234972
NCQ02,OUT045,72.1554092
FDP08,OUT010,130.69654
FDB11,OUT027,221.5129916
FDV55,OUT013,218.68201
FDW20,OUT049,95.1188512
NCJ18,OUT019,129.63126
FDC41,OUT018,1033.08058
FDE14,OUT027,205.83207
FDG35,OUT013,202.6468828
FDF45,OUT035,656.1712004
FDS19,OUT027,220.8977924
FDS58,OUT019,73.47103
FDA26,OUT017,271.573162
FDM32,OUT049,95.1188512
FDL45,OUT046,73.8651836
FDZ55,OUT049,95.1188512
FDY37,OUT049,77.9665116
FDO46,OUT046,73.0369284
FDQ60,OUT046,116.7094136
FDA19,OUT018,904.2469488
FDL15,OUT046,75.8186408
FDM10,OUT018,984.8353808
NCL05,OUT017,222.5915876
DRK49,OUT010,72.6947072
NCE18,OUT027,219.5888296
FDG40,OUT049,77.9878172
DRI59,OUT045,73.8731732
FDK28,OUT035,683.4397052
NCD06,OUT019,129.63126
FDO11,OUT019,74.4537508
FDK27,OUT046,75.8186408
FDT43,OUT027,223.8526128
FDD38,OUT018,1016.539445
FDA16,OUT049,77.9878172
FDL14,OUT027,205.83207
NCM17,OUT049,82.1117824
FDD20,OUT045,94.44373
FDA40,OUT045,74.862552
FDL43,OUT045,72.991654
FDV15,OUT045,131.5740644
FDE52,OUT046,73.7986036
NCL17,OUT010,132.2185588
NCJ31,OUT045,131.1745844
FDR60,OUT045,131.5714012
NCA18,OUT035,699.4934748
FDS21,OUT027,225.193534
FDW09,OUT035,636.7125296
FDL26,OUT035,680.3690356
FDS47,OUT018,1075.282979
FDC39,OUT046,122.1836212
FDT51,OUT035,681.6074236
FDK40,OUT035,683.4397052
NCG19,OUT045,132.4928684
FDZ07,OUT046,126.4260988
FDF08,OUT027,220.8977924
FDO04,OUT013,186.870086
FDK41,OUT018,1033.08058
FDP15,OUT049,128.7683832
NCD43,OUT018,873.4843256
NCP18,OUT013,206.3753628
FDZ51,OUT046,75.4444612
DRH13,OUT035,699.7411524
FDF38,OUT045,74.5642736
NCI43,OUT045,72.1554092
FDM38,OUT027,219.9483616
FDS03,OUT013,202.6242456
DRJ47,OUT017,209.4553536
FDT50,OUT010,119.8320156
FDV02,OUT046,74.63618
NCG18,OUT017,216.5953928
FDW52,OUT046,75.8905472
FDS40,OUT035,683.4397052
FDN31,OUT017,241.232656
FDA37,OUT045,74.5642736
FDA15,OUT046,74.63618
FDL39,OUT046,73.7986036
FDJ53,OUT045,74.3871708
FDX22,OUT013,216.8870132
NCZ42,OUT045,72.1554092
FDD56,OUT027,231.2776144
FDD40,OUT017,206.524502
FDS50,OUT013,199.4856644
NCN14,OUT013,195.7931376
FDT15,OUT013,183.5317648
NCS18,OUT027,219.5888296
NCO26,OUT010,132.8084576
FDF58,OUT018,940.928534
NCB19,OUT013,202.7547424
FDH26,OUT017,200.6934256
DRB24,OUT027,205.6309984
FDA49,OUT018,1009.002589
FDB32,OUT045,94.44373
FDI36,OUT017,199.8944656
NCA17,OUT010,139.9604812
FDH22,OUT013,239.7386008
NCM26,OUT018,985.7808168
FDT15,OUT027,201.4670852
FDB16,OUT018,988.7449584
NCP54,OUT027,219.5888296
FDJ36,OUT013,223.7793748
FDO28,OUT045,74.3006168
FDU09,OUT013,194.6013556
FDF29,OUT017,190.0499468
FDY08,OUT013,232.4068112
DRJ59,OUT018,997.3311152
FDT23,OUT027,231.0512424
FDU15,OUT018,1021.955062
FDT47,OUT013,195.0634208
FDI53,OUT019,76.7574188
FDR59,OUT018,1023.889877
FDD53,OUT035,683.4397052
FDY51,OUT017,242.0196316
FDT04,OUT049,129.8030364
FDU51,OUT049,123.5778064
FDG14,OUT035,669.182264
NCU06,OUT045,101.5571372
DRG25,OUT046,73.27129
DRH49,OUT035,699.7411524
FDN15,OUT035,691.1257004
FDL43,OUT018,1012.250362
NCT18,OUT049,75.648196
NCB31,OUT013,202.7547424
FDK57,OUT035,554.5088668
FDY04,OUT019,102.5345316
NCP54,OUT046,75.0582972
FDF41,OUT013,206.3194356
FDM01,OUT045,70.0301756
FDW03,OUT045,72.17272
FDF28,OUT045,74.862552
FDY37,OUT017,200.6934256
FDQ03,OUT017,250.6630472
FDP51,OUT027,219.6287776
FDJ40,OUT017,190.0499468
FDC32,OUT049,136.8778272
DRI49,OUT027,207.1796492
NCW54,OUT017,230.6690732
FDF09,OUT017,224.7461164
FDP45,OUT018,941.3852728
DRJ23,OUT018,997.3311152
FDS59,OUT017,205.7481792
FDY08,OUT046,126.4260988
FDX16,OUT049,77.9878172
FDY16,OUT018,1051.950684
FDK32,OUT035,656.1712004
FDQ22,OUT013,227.1150328
NCC31,OUT018,873.4843256
FDG58,OUT049,120.8040836
DRF48,OUT013,193.8103852
DRH36,OUT049,73.7266972
NCR30,OUT035,554.4422868
FDB03,OUT019,121.2448432
FDZ28,OUT027,194.9888512
FDR35,OUT017,212.5886084
DRD15,OUT027,208.0238836
FDJ33,OUT019,120.8040836
FDA56,OUT010,94.9510696
FDP56,OUT046,93.6807232
NCT30,OUT046,117.9344856
FDK15,OUT017,242.0196316
FDH44,OUT018,917.6681452
FDV01,OUT013,224.0456948
DRG03,OUT017,211.0958848
FDG50,OUT027,209.4846488
FDR16,OUT010,123.4486412
FDZ60,OUT046,124.5338952
DRG03,OUT045,72.0701868
FDS56,OUT018,917.6681452
FDU33,OUT045,118.4817732
DRD27,OUT035,671.4806056
FDW22,OUT046,73.0369284
DRA24,OUT045,69.7518712
FDF38,OUT049,77.9665116
FDX48,OUT013,187.6077924
FDS58,OUT018,941.3852728
FDC32,OUT046,132.7192404
NCQ29,OUT045,131.6113492
DRK39,OUT018,988.7449584
NCS38,OUT017,230.6690732
DRO47,OUT013,211.5499604
DRG27,OUT027,206.2169024
FDC57,OUT027,220.8977924
FDS55,OUT046,132.7192404
NCJ06,OUT018,873.4843256
FDO01,OUT019,73.1328036
NCM55,OUT045,71.1420616
FDC52,OUT049,73.6854176
FDQ15,OUT045,121.1649472
NCT30,OUT027,196.2392236
NCR42,OUT027,219.5888296
FDD28,OUT035,683.4397052
FDQ34,OUT049,127.3369132
FDZ12,OUT027,206.7215788
DRE13,OUT019,73.7266972
NCN07,OUT019,74.83592
FDM28,OUT035,683.4397052
FDI10,OUT017,277.9888108
FDQ25,OUT013,191.157838
FDA38,OUT010,73.597532
DRI13,OUT049,73.7266972
FDY20,OUT027,231.2776144
NCZ53,OUT035,685.2000804
NCM31,OUT013,211.09189
DRB01,OUT017,245.4391804
DRF37,OUT046,124.5831644
NCF42,OUT049,129.63126
FDF16,OUT018,1033.08058
FDB41,OUT013,216.5168284
FDR34,OUT013,216.8870132
FDR15,OUT018,1021.955062
NCV42,OUT019,75.648196
FDW51,OUT035,610.918106
FDU36,OUT017,206.724242
FDX60,OUT049,122.1756316
FDY03,OUT035,610.918106
FDW55,OUT045,91.7592244
FDT01,OUT010,123.426004
FDG58,OUT013,248.3553844
FDK21,OUT017,237.62402
NCS41,OUT019,129.078646
FDS10,OUT045,71.8158512
NCT53,OUT046,80.5032096
FDJ28,OUT018,973.9615352
FDX44,OUT045,94.44373
FDT20,OUT018,904.2469488
FDO44,OUT017,255.20114
NCX17,OUT049,129.078646
FDY01,OUT017,256.9082512
FDJ12,OUT027,203.841328
DRK35,OUT018,946.2163176
FDD47,OUT019,133.2319064
NCM53,OUT035,685.2000804
FDO45,OUT013,216.8870132
NCM42,OUT010,72.7200076
FDE04,OUT046,75.8905472
NCI30,OUT027,219.5888296
FDZ19,OUT013,220.6208196
FDW57,OUT013,248.3553844
FDA25,OUT013,191.157838
FDT22,OUT046,122.8321104
FDP51,OUT013,219.2585928
FDD48,OUT027,206.025152
FDY39,OUT035,681.6074236
FDO48,OUT010,71.6946756
FDD23,OUT027,219.694026
DRN35,OUT027,177.3850992
FDT01,OUT035,603.6196064
FDC20,OUT010,94.9510696
DRJ35,OUT035,700.8623596
FDB32,OUT046,93.6807232
FDL24,OUT046,72.8771364
NCV42,OUT035,699.4934748
FDZ46,OUT046,74.1354984
FDC15,OUT013,214.3769472
FDD08,OUT019,95.1188512
FDY50,OUT049,74.989054
FDD36,OUT013,195.4136316
FDG57,OUT027,196.7731952
FDL21,OUT018,941.3852728
FDN16,OUT027,194.9888512
FDJ09,OUT027,234.7024896
FDS01,OUT010,78.9252636
FDV33,OUT017,229.8714448
DRE12,OUT017,187.9327028
FDR07,OUT013,217.4209848
FDP48,OUT010,107.0752876
NCB55,OUT035,585.6403432
FDQ08,OUT013,210.7177104
FDR34,OUT035,636.7125296
FDO33,OUT046,122.8321104
FDP13,OUT045,123.1716684
FDX12,OUT049,73.1328036
NCT06,OUT049,75.648196
FDR16,OUT019,76.7574188
FDE36,OUT046,72.8771364
FDZ36,OUT049,73.1328036
FDV13,OUT045,74.5642736
NCZ17,OUT035,605.9166164
FDU56,OUT045,94.44373
FDM09,OUT035,554.8217928
FDV02,OUT017,211.0958848
FDS34,OUT018,976.269198
FDA11,OUT049,74.456414
FDP09,OUT017,237.62402
FDB29,OUT027,194.9888512
FDT19,OUT017,217.1986076
DRH15,OUT017,243.3991692
FDY38,OUT046,114.9543648
FDF14,OUT027,209.4846488
FDN48,OUT010,131.4448992
FDQ12,OUT013,195.4136316
NCJ43,OUT045,72.1554092
FDE17,OUT019,124.7829044
FDB05,OUT035,615.8197256
FDH10,OUT045,71.8158512
NCR06,OUT017,216.5953928
FDU32,OUT018,904.2469488
FDD56,OUT049,132.4422676
FDO36,OUT018,1064.482372
FDH16,OUT010,133.6433708
FDX10,OUT018,976.269198
FDZ37,OUT017,200.6934256
FDU31,OUT010,92.120088
DRC49,OUT049,73.7266972
FDL15,OUT045,72.991654
FDN32,OUT019,95.1188512
DRH59,OUT027,208.0611684
NCU29,OUT049,80.242216
FDR37,OUT019,73.1328036
FDS14,OUT018,988.7449584
FDU02,OUT027,206.2169024
FDJ08,OUT035,604.4744936
NCZ06,OUT045,132.4928684
FDO31,OUT049,92.799204
FDH31,OUT018,1021.955062
FDS58,OUT017,229.8714448
NCA53,OUT027,218.4782752
FDF50,OUT046,78.7055496
NCW42,OUT049,75.648196
NCQ17,OUT045,131.6113492
FDK51,OUT018,988.7449584
NCW41,OUT010,77.9079212
NCR29,OUT017,222.5915876
FDB08,OUT019,95.1188512
FDA40,OUT027,215.1186484
FDL14,OUT018,1016.539445
FDB47,OUT046,72.785256
FDO03,OUT035,681.6074236
DRK13,OUT019,127.7443828
FDX13,OUT010,123.6110964
FDF52,OUT046,75.987754
FDT11,OUT013,195.0634208
FDB08,OUT013,218.68201
FDQ28,OUT018,998.1247488
FDD29,OUT045,76.493762
NCQ29,OUT027,216.4609012
NCO02,OUT013,205.3220672
FDR56,OUT010,130.69654
NCM54,OUT049,75.648196
FDP51,OUT035,610.918106
FDT38,OUT013,199.4856644
FDZ20,OUT018,904.2469488
FDJ53,OUT013,171.9215444
FDX13,OUT049,80.3913552
FDP58,OUT035,554.5088668
NCK31,OUT019,74.83592
FDA35,OUT018,996.988894
FDV37,OUT018,1075.673138
NCO07,OUT027,206.178286
FDA20,OUT045,92.666044
FDZ59,OUT035,602.9764436
NCY17,OUT017,250.1423916
FDQ28,OUT035,671.59246
FDV35,OUT017,242.8092704
FDQ36,OUT013,223.7793748
FDD34,OUT018,940.928534
FDK51,OUT045,72.0701868
FDV31,OUT035,604.4744936
FDR04,OUT035,683.4397052
FDR14,OUT049,126.5006684
DRC36,OUT010,117.5137
FDE39,OUT019,74.989054
FDP57,OUT049,74.8452412
FDE57,OUT046,93.6807232
NCN18,OUT046,125.1783896
NCQ05,OUT018,1318.872567
FDW47,OUT035,738.5532976
FDV46,OUT035,645.1602
NCP29,OUT045,131.6113492
FDE09,OUT018,904.2469488
NCU06,OUT027,226.0803796
FDT19,OUT010,130.69654
DRF15,OUT017,211.0958848
DRI51,OUT013,199.4856644
NCX54,OUT013,206.3753628
DRE01,OUT013,209.7509688
NCB07,OUT045,125.3288604
FDU50,OUT035,606.8620524
FDG40,OUT035,683.4397052
FDW10,OUT018,884.7629776
FDX51,OUT013,183.5317648
NCP17,OUT045,76.7973668
FDP21,OUT035,636.7125296
FDL04,OUT045,132.6553236
FDV23,OUT013,215.6419672
FDF24,OUT046,72.8771364
FDH56,OUT027,220.8977924
FDB51,OUT049,74.989054
FDI58,OUT027,205.1090112
FDR20,OUT013,210.7177104
FDC51,OUT018,997.5694716
FDB16,OUT027,208.0238836
FDE40,OUT049,121.2448432
NCM17,OUT035,562.7794344
FDU56,OUT035,667.6948668
FDS32,OUT019,92.799204
FDX02,OUT049,74.989054
FDT39,OUT027,201.4670852
FDE35,OUT017,218.635404
NCI42,OUT019,75.648196
DRL23,OUT046,76.2567372
FDA10,OUT046,122.8321104
FDA11,OUT013,195.4136316
NCM06,OUT046,117.3525764
NCT05,OUT035,685.2000804
NCQ02,OUT010,72.7200076
NCY06,OUT049,75.648196
FDY56,OUT035,656.1712004
FDL02,OUT035,603.6196064
NCI06,OUT035,699.4934748
FDQ14,OUT045,72.0701868
FDQ12,OUT017,206.724242
FDP36,OUT046,116.7094136
FDK21,OUT027,234.7024896
FDO40,OUT045,76.493762
NCK54,OUT019,75.648196
FDY09,OUT018,940.928534
NCW30,OUT049,75.648196
NCC55,OUT027,219.5888296
FDE58,OUT018,940.928534
FDR39,OUT013,208.308846
FDU28,OUT049,124.7829044
FDH08,OUT017,224.7461164
FDG35,OUT045,99.9645436
FDG22,OUT049,73.47103
FDC34,OUT035,554.8217928
FDP15,OUT018,1081.122045
FDK34,OUT010,73.5389416
FDU45,OUT035,636.7125296
FDQ04,OUT027,201.1475012
FDX22,OUT018,941.3852728
FDB45,OUT017,224.7461164
NCH43,OUT027,178.347846
DRE60,OUT046,124.5831644
FDD17,OUT027,198.6773832
NCM54,OUT017,216.5953928
NCH55,OUT013,206.3753628
NCT06,OUT017,216.5953928
FDA48,OUT027,206.7215788
FDY58,OUT027,234.7024896
FDO25,OUT045,132.3890036
FDN50,OUT045,74.5642736
FDH35,OUT035,670.8787224
FDK09,OUT045,130.1625684
FDO16,OUT013,186.870086
FDW11,OUT045,72.492304
FDU47,OUT027,211.364868
NCQ42,OUT010,72.7200076
FDK55,OUT027,201.0955688
FDN08,OUT049,132.4422676
FDT57,OUT045,71.8158512
FDJ12,OUT018,996.988894
DRL59,OUT017,209.4553536
NCN53,OUT046,80.5032096
FDO51,OUT010,75.807988
FDK56,OUT017,255.20114
FDY12,OUT035,602.9764436
FDU15,OUT035,681.6074236
FDQ19,OUT046,91.9176848
DRF15,OUT045,72.0701868
DRE25,OUT019,127.7443828
FDK57,OUT018,984.8353808
FDD33,OUT010,138.8179684
FDR34,OUT027,225.193534
FDU04,OUT045,76.493762
FDE35,OUT019,130.2877388
NCD31,OUT035,699.4934748
FDJ56,OUT035,604.4744936
NCU53,OUT046,80.5032096
FDD39,OUT035,577.4376872
NCU17,OUT019,129.078646
FDJ20,OUT046,126.4260988
NCW41,OUT018,1318.872567
FDL52,OUT035,671.59246
FDS39,OUT035,691.1257004
DRJ47,OUT045,73.8731732
FDP13,OUT010,123.426004
DRK39,OUT010,129.245096
FDF28,OUT010,76.6362432
FDB09,OUT045,94.44373
FDM51,OUT046,75.4444612
DRM49,OUT018,1053.685759
DRF23,OUT013,211.5499604
DRH01,OUT035,632.5126632
FDH12,OUT027,206.7215788
FDA28,OUT019,124.7829044
FDW37,OUT018,1083.407071
FDF02,OUT046,124.7735832
DRL37,OUT046,73.27129
NCF43,OUT046,75.0582972
FDH08,OUT010,94.9510696
FDR34,OUT019,73.47103
NCK19,OUT049,128.1105728
NCD55,OUT018,873.4843256
FDT27,OUT049,75.9904172
FDQ57,OUT045,71.8158512
FDA47,OUT035,602.9764436
DRG15,OUT027,203.7933904
FDE05,OUT018,998.1247488
FDN46,OUT046,113.7958728
FDX27,OUT027,220.4756752
FDT51,OUT045,72.17272
FDU33,OUT013,248.3553844
FDJ16,OUT027,201.1475012
FDD20,OUT019,95.1188512
FDT36,OUT049,128.5806276
DRF15,OUT027,208.0238836
FDN52,OUT010,123.4486412
FDC22,OUT027,247.5684088
FDX15,OUT045,131.5740644
FDT13,OUT013,198.321846
FDU04,OUT017,198.4896276
FDU31,OUT019,92.799204
FDW59,OUT027,212.5579816
NCO29,OUT046,80.5032096
FDL15,OUT035,691.1257004
FDI41,OUT049,76.7574188
FDQ48,OUT049,73.1328036
DRI39,OUT013,214.3769472
FDI08,OUT013,171.5580176
FDC21,OUT049,92.799204
FDF58,OUT035,645.1602
FDS08,OUT010,138.8179684
FDE47,OUT045,100.8407364
NCP18,OUT019,75.648196
NCR41,OUT013,209.6790624
FDA27,OUT013,191.8462752
FDA43,OUT035,667.6948668
FDA49,OUT045,77.3379964
NCE55,OUT018,873.4843256
DRM49,OUT027,223.2054552
FDF22,OUT027,234.7024896
FDQ15,OUT018,1077.93819
NCS54,OUT017,216.5953928
NCY05,OUT013,209.6790624
FDR45,OUT046,73.8651836
FDK57,OUT049,120.8653372
FDF41,OUT010,133.6433708
FDV21,OUT046,73.8651836
FDD51,OUT046,122.1836212
FDF33,OUT046,81.4286716
FDA38,OUT046,74.63618
FDR56,OUT045,130.3077128
NCN41,OUT017,222.5915876
FDC60,OUT027,221.2573244
FDB47,OUT045,71.2059784
DRH01,OUT013,209.7509688
FDW08,OUT046,132.7192404
FDF38,OUT027,205.83207
FDY32,OUT017,255.20114
FDG34,OUT049,73.47103
FDG47,OUT019,137.5569432
NCF18,OUT035,585.6403432
FDL39,OUT019,121.2448432
NCH55,OUT035,699.4934748
DRJ35,OUT049,77.1635568
FDS44,OUT035,604.826036
DRE01,OUT018,1058.902968
FDY39,OUT013,183.5317648
FDY32,OUT018,1036.252452
FDR33,OUT027,234.7024896
NCP50,OUT049,74.83592
FDZ47,OUT018,1061.800529
FDU57,OUT049,120.8040836
FDY44,OUT013,210.7177104
DRH59,OUT018,997.3311152
FDB03,OUT027,220.4756752
FDY46,OUT045,71.8158512
FDM39,OUT045,72.0701868
FDY36,OUT035,680.7578628
NCM55,OUT035,686.9777664
FDJ50,OUT010,78.9252636
DRL60,OUT013,193.8103852
NCJ54,OUT049,75.648196
FDX59,OUT017,212.5886084
FDI07,OUT013,183.5317648
DRF51,OUT010,129.245096
FDM14,OUT017,208.0904636
FDP21,OUT045,70.2592108
FDE40,OUT035,606.8620524
FDE05,OUT035,671.59246
FDM13,OUT027,205.1542856
FDC34,OUT027,247.5684088
NCI55,OUT018,873.4843256
NCE43,OUT018,976.6873204
FDW58,OUT018,940.928534
FDG60,OUT045,71.5455364
FDV31,OUT017,255.20114
FDR47,OUT013,215.6419672
FDM60,OUT019,123.192974
NCF06,OUT018,873.4843256
NCN26,OUT027,219.5888296
FDQ59,OUT049,74.4537508
FDF09,OUT046,93.6807232
NCS06,OUT017,216.5953928
FDT44,OUT046,132.7192404
FDI19,OUT017,201.9224924
FDT22,OUT017,277.5547092
NCF54,OUT027,219.5888296
DRG25,OUT045,70.3524228
FDB59,OUT017,237.62402
FDQ37,OUT017,243.3791952
FDP56,OUT035,667.6948668
FDW44,OUT035,656.1712004
FDJ26,OUT010,123.426004
FDU43,OUT018,917.6681452
FDW33,OUT045,130.1625684
NCX53,OUT027,218.4782752
FDN56,OUT010,130.69654
DRF15,OUT049,74.989054
FDO33,OUT017,277.5547092
FDZ39,OUT010,74.0476128
NCJ19,OUT017,244.7920228
FDU01,OUT035,669.182264
FDT12,OUT035,669.2341964
NCM18,OUT018,976.6873204
FDP19,OUT017,255.20114
NCR42,OUT049,75.648196
FDN10,OUT046,73.8651836
FDG44,OUT017,255.20114
FDQ10,OUT046,73.8651836
DRH13,OUT049,73.7266972
FDT52,OUT013,179.3944836
FDM56,OUT045,93.9936492
NCO43,OUT010,121.9119748
NCV29,OUT035,685.2000804
NCF06,OUT013,206.3753628
FDO50,OUT035,604.6223012
FDT59,OUT013,200.285956
FDX40,OUT027,201.1475012
FDE50,OUT017,200.6934256
FDX51,OUT017,196.331104
NCD30,OUT018,873.4843256
FDK15,OUT013,208.308846
FDL12,OUT045,121.0850512
FDK46,OUT017,237.62402
DRH49,OUT010,72.6947072
FDQ57,OUT046,73.8651836
FDY59,OUT017,206.724242
FDO09,OUT018,976.269198
NCG30,OUT035,585.6403432
FDM09,OUT017,283.8358664
NCN17,OUT027,218.4782752
NCS42,OUT013,179.9950352
FDD02,OUT019,128.918854
FDE34,OUT013,239.7386008
FDU38,OUT045,129.0972884
FDB33,OUT046,93.6807232
NCJ29,OUT017,222.5915876
FDZ27,OUT035,671.4806056
FDI40,OUT013,216.5168284
FDG22,OUT013,216.8870132
FDT51,OUT017,196.331104
FDF20,OUT018,904.2469488
FDV50,OUT035,607.9579592
FDT02,OUT049,74.989054
DRC49,OUT017,208.0478524
FDF26,OUT049,77.9665116
FDV52,OUT035,671.59246
FDX59,OUT049,75.6055848
FDV25,OUT035,680.3690356
FDW23,OUT027,206.7215788
FDE53,OUT018,973.9615352
FDA19,OUT017,224.7461164
FDH22,OUT046,122.8321104
NCO41,OUT013,209.6790624
FDX12,OUT017,199.8944656
FDF17,OUT013,186.870086
FDS11,OUT045,71.1500512
FDR51,OUT035,610.918106
FDT49,OUT010,131.8736744
FDC56,OUT013,220.6208196
FDR13,OUT027,205.83207
FDQ60,OUT035,602.9764436
FDN38,OUT049,124.897422
NCL29,OUT013,219.2466084
FDO13,OUT027,205.1542856
FDE26,OUT018,1083.407071
FDA31,OUT010,138.8179684
FDX14,OUT035,639.1320468
FDA34,OUT045,100.8407364
FDF26,OUT013,191.157838
FDE38,OUT045,77.3379964
DRI11,OUT046,76.2567372
FDQ60,OUT027,221.2573244
FDL21,OUT027,225.193534
DRC12,OUT027,205.6309984
FDC47,OUT046,122.8321104
FDE57,OUT045,94.44373
FDT14,OUT045,119.1302624
NCZ53,OUT046,80.5032096
FDE28,OUT018,1051.950684
FDR19,OUT035,604.826036
NCF54,OUT019,129.63126
FDZ08,OUT046,126.4260988
NCJ05,OUT018,1318.872567
FDF59,OUT046,105.8701896
NCO05,OUT035,685.2000804
FDW24,OUT018,987.8887396
NCX42,OUT018,873.4843256
NCA53,OUT035,685.2000804
FDI45,OUT019,95.1188512
FDG46,OUT046,73.0369284
FDM20,OUT010,94.9510696
FDW11,OUT010,127.613886
FDX08,OUT035,667.6948668
NCK17,OUT035,685.2000804
FDK32,OUT018,917.6681452
NCA42,OUT035,699.4934748
DRI01,OUT035,699.7411524
NCL55,OUT049,74.83592
DRE25,OUT018,1027.883346
FDD14,OUT017,241.8025808
FDB10,OUT046,75.188794
DRN11,OUT035,631.7070452
